addressbook_id,description,image1,showhotel,image2,image3,image4,starcategories_id,cuisine,bars,restaurants,checkout,accessrail,accessair,accessbus,advantage,logo,rooms,ac,roomfacility,otherfacility,services,creditcards,fhra,WebWriteUp1,WebWriteUp2,url,Metatype,Descr,Keywords,organisation,address,city,postalcode,countries_id,phone,fax,pan,email,www,branch_cities_id,note,areacode,bank_addressbook_id,through_addressbook_id,mailto_addressbook_id,cities_id,states_id,currencies_id,web,company,taxno,IncludeInBalanceSheet,InvoiceTo_Addressbook_id,InvoiceOrderNo
2427,"Situated midway between the twin bridges of Rishikesh, the High Bank Peasant's Cottage is a comfortable and unpretentious guest house. 

Housing only a handful of rooms and surrounded by residences, the hotel offers clean, well kept rooms that are good value for money. 

The rooftop restaurant overlooks the serene Ganges and is the perfect spot for breakfast. The staff is friendly and welcoming and the hotel also offers ayurvedic oil massages.",,,,,,,,,,,,,,,,,,,,,,,"A functional three storey building, the High Bank Peasant's Cottage has rooms fitted with only the basic amenities and not much more. However, the beds are soft, the rooms clean and the bathrooms well sized with hot and cold showers. There is a verandah with easy chairs and the rooftop terrace is accessible all day.  
  
The food is home made and vegetarian. Yellow daal, mixed vegetables being the staple fare. Their breakfasts can be a bit more varied and perhaps one of your most enjoyable moments will be eating a large bowl of fresh fruit watching the Ganges twist and turn in the early morning sunshine. 
  
There is a neat garden surrrounding the hotel, dotted with palms and flowered hedges and dominated by a tall cactus. There are German bakeries, shops and bookstores clustered together within easy distance since this is the happy hippy corner of Rishikesh.",,high-bank-peasants-cottage,"Situated midway between the twin bridges of Rishikesh, the High Bank Peasant's Cottage is a comfortable and unpretentious guest house. ","High Bank Peasants Cottage in Rishikesh - Travel in India | Travellers Palm",,"High Bank Peasants Cottage","Tapovan
Laxam Jhula Bye Pass 
Tapovan Sarai 
Tehri Garhwal",Rishikesh,,200,2442267,,,info@rishikesh.in,www.rishikesh.in,,,0135,,,,355,35,13,,,,1,,
2428,"A medium sized, contemporary hotel, the Milan Palace has well trained staff and comfortable, well appointed rooms. Although a modern hotel, the rooms and common areas have been furnished with imagination and taste. 

There is a sunny breakfast cafe and a hip, cheerful restaurant. The hotel offers all the services you could expect of a moderate hotel - 24 hour room service, same day laundry, wireless internet access, etc.",,,,,,,,,,,,,,,,,,,,,,,"The rooms at Hotel Milan Palace have been decorated in differing styles. Some are in greens and browns, with curvaceous furniture which is the traditional favourite of Indian hotels, others have sleek edged furniture in glossy black and monochromatic prints. The rooms are good sized with soft concealed lighting, and have a television, telephone and air conditioning and the bathrooms are clean. 
  
There is a cafe and pastry shop where the substantial breakfast is served. The main restaurant has tomato orange walls covered with gold framed prints and paintings, and classy black and white chairs. The restaurant serves Indian, Chinese and Continental food. There is also a youthful and energetic pub downstairs that plays loud rock music.",,hotel-milan-palace,"A medium sized, contemporary hotel, the Milan Palace has well trained staff and comfortable, well appointed rooms. Although a modern hotel, the rooms and common areas have been furnished with imagination and taste. ","Hotel Milan Palace in Allahabad - Travel in India | Travellers Palm","hotel milan palace, allahabad, ganges river, uttar pradesh, special places","Hotel Milan Palace","Govind Tower 4/2
Strachy Road
Civil Lines
",Allahabad,"211 001",200,"242 1505, 242 1506","242 1109",,info@hotelmilanpalace.com,www.hotelmilanpalace.com,,,0532,,,,8,31,13,,,,1,,
2429,,,,,,,,,,,,,,,,,,,,,,,,,,capoors-hotel-bar-restaurant,,"Capoors Hotel Bar & Restaurant in Lucknow - Travel in India | Travellers Palm",,"Capoors Hotel Bar & Restaurant","52, MG Road
Hazratganj",Lucknow,"226 001",200,"220 2120, 405 4300 - 32","262 0727",,capoors@yahoo.com,www.hotelcapoors.com,,,0522,,,,251,31,13,,,,1,,
2430,,,,,,,,,,,,,,,,,,,,,,,,,,the-richmond-hotel,,"The Richmond Hotel in Bangalore - Travel in India | Travellers Palm",,"The Richmond Hotel","88/2 Richmond Road",Bangalore,"560 025",200,"2223 3666","2223 3777",,reservations.bangalore@theresidency.com,www.theresidency.com,,,080,,,,58,15,13,,,,1,,
2431,"Orange County - Kabini is built in authentic tribal village style. Each palm-thatched hut at the resort comes fitted with all the luxuries you could hope for including a plunge pool or Jacuzzi in a private, open-to-the-sky courtyard.

Orange County Resort is situated in the heart of the tribal area of the Nagarhole forest and is surrounded on three sides by the Kabini river. The Nagarhole forest supports the highest density of herbivores in Asia.",,,,,,,,,,,,,,,,,,,,,,,"This superb resort is built like a tribal village, with huts of thatch and mud walls. The interiors though are pure luxury with modern conveniences married happily to traditional aesthetics. 

A large infinity pool borders the lake seamlessly, creating an astoundingly beautiful scene. There is a large semi-open Reading lounge with far reaching views and an Ayurvedic spa. 

The Jacuzzi huts have private Jacuzzi in an open-to-the-sky courtyard. There is a spacious living area complete with a cozy dining table and a small pantry. The bedroom has romantic net-draped beds, and the bathrooms have glass enclosed shower stalls and a separate bathtub.

The even plusher pool huts have their own small swimming pools in free form, a large living area and wonderfully appointed bathrooms. 

All rooms offer delightful views over the Kabini river banks and private decks/patios to enjoy them from.",,orange-county--kabini,"Orange County - Kabini is built in authentic tribal village style. Each palm-thatched hut at the resort comes fitted with all the luxuries you could hope for including a plunge pool or Jacuzzi in a private, open-to-the-sky courtyard.","Orange County - Kabini in Nagarhole - Travel in India | Travellers Palm","orange county, kabini, river, lodge, nagarhole, luxury, hotel, wildlife sanctuary","Orange County - Kabini","Bheeramballi Village and Post
H. D. Kote Taluk
Mysore District 
",Nagarhole,"571 116",200,269100,269108,,kabini@orangecounty.in,www.orangecounty.in,,,08228,,2432,,295,15,13,,,,1,,
2433,"Set amongst coffee, cardamom and pepper plantations, the Green Hills Estate is a stately old mansion dating back to 1898. The residence was built for the Diwan (Prime Minister) of Kodagu. 

The mansion is surrounded by shady canopies of raintrees, coconuts, slender Areca palms and mature teak and mahogany trees.",,,,,,,,,,,,,,,,,,,,,,,"The gracious interiors have the rustic charm of a Planter's home, with large verandahs to enjoy the views or read a book. There is a treasure trove of perosnal memorabilia making guests feel at home. 

The suites here are named after prize winning horses which Mr Chengappa, its current owner, raced on the courses of Banglore and Madras. 
 
En route to the Green Hills Estate you cross the Cauvery river, which flows five kilometres from the property, and pass coffee and rubber plantations, and forests full of giant bamboo. The neighbouring Nagarhole Wildlife Sanctuary shelters a well preserved habitat of the Asian elephant, the tiger, the spotted deer and the mighty Gaur (Bison).",,green-hills-estate,"Set amongst coffee, cardamom and pepper plantations, the Green Hills Estate is a stately old mansion dating back to 1898. The residence was built for the Diwan (Prime Minister) of Kodagu. ","Green Hills Estate in Virajpet - Travel in India | Travellers Palm",,"Green Hills Estate","P.O. Box -3
Virajpet 571218
South Coorg",Virajpet,"571 218",200,254790,,,,www.neemranahotels.com,,,08274,,929,,517,15,13,,,,1,,
2434,"Krishna Palace Hotel in Hospet makes a good base from which to explore the world famous monuments of Hampi which is just a short drive away. 

The large marble lobby is furnished with carved wooden furniture to give the hotel a palatial feel. The rooms are large and comfortable with modern bathrooms. There is an all day multi-cuisine restaurant and a well stocked bar. The hotel also has a swimming pool. ",,,,,,,,,,,,,,,,72,,,,,,,"The Krishna Palace is centrally airconditioned and offers 72 rooms, all furnished with cable television, mini-bars and wi-fi enabled work desks. The beds are comfortable with good quality linen. The colours in the room are warm and rich. 

The Krishna Palace makes for an ideal base for the guests who like a bit of luxury and is only a short drive from the sights of Hampi. Apart from the multi cuisine restaurant and bar that Krishna Palace offers, it also has a swimming pool, welcome after a day of sightseeing of the monuments.",,krishna-palace,"This brand new hotel is the best in Hospet and makes a good base from which to explore the world famous monuments of Hampi. ","Krishna Palace in Hospet - Travel in India | Travellers Palm","krishna palace, hospet, hampi, hotel, karnataka, special places","Krishna Palace","Station Road",Hospet,"583 201",200,"294 300-14","294 321",,contact@krishnapalacehotel.com,www.krishnapalacehospet.com,,,08394,,,,156,15,13,,,,1,,
2435,"Across the river from Hampi, in the heritage village of Anegundi, is a small but prettily landscaped boutique property called Shama's Cottages. The attractive cottages look out onto the lawn, and are distinctively furnished using local fabrics. There is a restaurant serving excellent local dishes, and the friendly staff can take guests for a stroll around the village to see the various other eco-tourism initiatives which the owners of the hotel are involved in, such as a school, library, weaving centre, and craft centre. Mountain bikes are available to explore the surrounding villages and temples, or the ruins of Hampi.",,,,,,,,,,,,,,,,,,,,,,,"Shama's Cottages are a cluster of village homes with either two or three bedrooms, each with clean toilets. The furnishings are sparse and the fabrics used are all locally sourced. Under the shade of old trees, the cottages are built exactly like the village houses, with sloping roofs and cloth canopy. 

The staff is all from the village, and the nearby Community Centre is a wonderful place to see the villagers at work. The craft shop showcases the handicrafts made by the community. There is also a library and computers for youngsters. You will find them eager to talk to you and exchange stories.  

From here, a delightful coracle ride will take you across the river to Hampi's monuments. There are also cycles for hire to explore the beautiful surroundings.",,shamas-cottages,"Across the river from Hampi, in the heritage village of Anegundi, is a small but prettily landscaped boutique hotel called Shama's Cottages.","Shamas Cottages in Hampi - Travel in India | Travellers Palm","shama's cottages, hampi, anegundi, village, karnataka, special places","Shama's Cottages","Post Anegundi
District Koppal",Hampi,"583 227",200,267777,,,"mitra.phase@gmail.com
pawarshama@gmail.com
tkt_ag@yahoo.com
classicweekends@gmail.com
tktbookings@gmail.com",,,,"",,,,150,15,13,,,,1,,
2436,,,,,,,,,,,,,,,,,,,,,,,,,,the-kurumba-village-resort,,"The Kurumba Village Resort in Coonoor - Travel in India | Travellers Palm",,"The Kurumba Village Resort","Ooty Mettupalayam Road
(between the 4rth and 5rth hairpin bend)
Hill Grove Post
Kurumbadi",Coonoor,643102,200,"223 7222, 223 1222","223 1222",,nilgiris@kurumbavillageresort.com,www.kurumbavillageresort.com,,,0423,,,,88,29,13,,,,1,,
2438,"The Lemon Tree is a 4 star business hotel with a difference. Gone are the beiges and greens that business hotels use ad nauseum and stiff upper lip service is replaced with a smilingly efficient staff. 

If the whites and cheerful lemon yellows of their lobby and the blue of their enormous swimming pool isn't enough to convince you, by the time you get to your stylish wood paneled, sun filled room with a pool view, you will be sold on Lemon Tree's light hearted, full service hotel concept.      ",,,,,,,,,,,,,,,,,,,,,,,"The Lemon Tree Aurangabad is all about providing you with comfort efficiently, cost effectively and cheerfully.

The serene white of the lobby continues into the corridors and rooms. But while the corridors are fairly bare, in the rooms this white is used as a canvas against which to splash turquoise, red and green. The light coloured wood used in the furniture is subtly lit by muted lighting. There are bold tribal and modern art paintings on the walls with an unconventional display of swirls and nature motifs. 

However, there is nothing neither rural nor experimental about their orthopaedic mattresses and fine linen. I am proudly informed that these are the same as those provided to the guests of the uber posh Taj hotels.

The extra facilities that this self proclaimed ""moderate price category hotel"" offers are impressive.  A fairly unexciting multi cuisine restaurant opens up on to a more relaxed, cane chaired tea lounge adjoining the pool. Their sports bar cum pub or the 'Slounge' is decorated with action figures and houses a bar with an award winning bar tender and a play station. Their glass walled gym is wrapped by the blue waters of the pool and the spa offers Swedish and Thai massages as well as beauty treatments.",,lemon-tree-hotel-aurangabad,"The Lemon Tree is a 4 star business hotel with a difference. Gone are the beiges and greens that business hotels use ad nauseum and stiff upper lip service is replaced with a smilingly efficient staff. ","Lemon Tree Hotel, Aurangabad in Aurangabad - Travel in India | Travellers Palm",,"Lemon Tree Hotel, Aurangabad","R 7/2, Chikalthana
Airport Road",Aurangabad,"431 210",200,"660 3030",,,hi.ar@lemontreehotels.com,www.lemontreehotels.com,,,0240,,,,173,20,13,,,,1,,
2439,,,,,,,,,,,,,,,,,,,,,,,,,,hotel-sujata,,"Hotel Sujata in Bodh Gaya - Travel in India | Travellers Palm",,"Hotel Sujata","Bodhgaya,
Dist. Gaya","Bodh Gaya","824 231",200,"2200761, 2200481, 2200009",2200515,,"htsujata@vsnl.com
info@sujatahotel.com",,,,0631,,2136,,59,5,13,,,,1,,
2441,"An ultra-stylish beach resort, hidden behind one of the most beautiful beaches in the far north of Goa.

Yab Yum (meaning ""the union of one"") is a peaceful resort consisting of domed and thatched creations surrounded by coconut trees.

With its exciting shapes and colours, the resort has its own unique style that defies label. This may well be the most memorable beach resort you have ever been to.",,,,,,,,,,12:00,,,,,,19,,,,,,,"Interlinked palm covered domes make for an imaginative bedroom with attached facilities. Windows and skylights allow the sea breezes to cool the room. More cooling is provided by electric fans. 

The beds are large sized and have romantic canopies of netting. The rooms are spacious enough to also have benches for lounging. The bathrooms have hot and cold running water with delightful rain showers. 

The dining area is a palm thatched pavilion overlooking the vast beach and the sea. Much of the produce is from the resort's own eco-farm a short drive away.",,yab-yum-resort,"An ultra-sylish beach resort, hidden behind one of the most beautiful beaches in the far north of Goa.","Yab Yum Resort in Goa - Travel in India | Travellers Palm","yab yum beach resort, ashvem, mandrem, goa, modules, tours, hotel","Yab Yum Resort","Ashvem Beach
Mandrem",Goa,,200,"224 7712, 651 0392",,,"joe@yabyumresorts.com
info@yabyumresorts.com",www.yabyumresorts.com,,,0832,,,,139,10,13,,,,1,,
2442,"A quiet and elegant beach retreat, this is an oasis of peace close to the bright lights of North Goa's busiest beach resorts.

With a handful of rooms in an elegant low rise building, this new resort has classic Portuguese furniture - four poster beds, elegant armchairs and balconies overlooking the pool or the gardens. 

The famous Calangute beach is a mere 5 minute walk away.",,,,,,,,,,11:00AM,,,,,,,,,,,,,"Nestled in one of those rare quiet corners of Calangute, a large formal garden surrounds the small resort. 

There is a swimming pool, and above all, there is peace to curl up with a good book.

There is a mind boggling choice of restaurants and little bars nearby. 

Anjuna with its Wednesday market, and the famous Arpora Saturday night markets are just a short drive away.",,casa-severina,"A quiet and elegant beach retreat, this is an oasis of peace close to the bright lights of North Goa's busiest beach resorts.","Casa Severina in Goa - Travel in India | Travellers Palm","casa  severina, calangute, goa, beach, special places, hotel","Casa Severina","Senhor Francisco Road
Near St. Anthonys Chapel
Gaurovaddo, Calangute",Goa,"403 516",200,"227 5696, 227 5697","227 5698",,"reservations@casaseverina.com
gm@casaseverina.com",www.casaseverina.com,,,0832,,,,139,10,13,,,,1,,
2443,"The Johnson Hotel and Cafe is a century old institution in Manali. The older part of the hotel, which houses the cottages, was built back in the early 1900's by Colonel Johnson and even today the hotel and cafe is owned and run by his descendents.

The cottages have a wooden porch and balcony and are furnished in the English country style. Their speciality trout restaurant is, however, the crowd puller.",,,,,,3,,,,"12:00 Noon",,,,,,20,,,,,"Visa, Mastercard",,"The cottages here are set in a sunny garden, a little away from the main building. Designed for families, they have a dining area, a small living room and 2 bedrooms each. Sunlight pours in from the windows and well stuffed, gingham armchairs sit around in an inviting circle ready to receive guests and friends. The bedrooms are large with attached bathrooms in pink and green. Complete with a small kitchenette with pot and pans, these cottages are designed to make you feel at home.

The newer building holds both the restaurant and the rooms. Low, wooden beds dominate these rooms and there are chairs and sofas as well. The floors are wooden with colourful carpets thrown over them. The bathrooms are well sized.
 
The gardens here feature pansies and marigolds, a cabbage patch and rustic stone benches under a shady tree. You'll often see the owner, Piya, bending over the flowers, pruning and cutting. 

The cafe spills out onto this sunny lawn and serves the best food in Manali. Breakfasts include pancakes, waffles and cheese plates (try the local Himalayan cheese!) but the house speciality is undeniably their grilled trout; drizzled with olive oil and herbs. 

Their winter menu also offers spiced apple toddies and their home made plum juice and to finish the meal - chocolate cake with walnut sauce!",,johnson-hotel-jimmy-johnson-lodge,"The Johnson Hotel and Cafe is a century old Manali institution. The older part of the hotel, which houses the cottages, was built back in the early 1900's by Colonel Johnson and even today the hotel and cafe. is owned and run by his descendents.","Johnson Hotel & Jimmy Johnson Lodge in Manali - Travel in India | Travellers Palm","johnson hotel, jimmy johnson lodge, manali, hotel, cottages, himachal","Johnson Hotel & Jimmy Johnson Lodge","Circuit House Road
District Kullu",Manali,"175 131",200,"253 764, 253 023","245 123",,"johnsonshotel@gmail.com
",www.johnsonhotel.in,,"253023 number can be connected to the clients rooms",01902,,,,282,13,13,,,,1,,
2444,,,,,,,,,,,,,,,,,,,,,,,,,,hotel-thamala-haveli,,"Hotel Thamala Haveli in Udaipur - Travel in India | Travellers Palm",,"Hotel Thamala Haveli","Outside Chandpole,
Nr. Hanuman Ghat,",Udaipur,"313 001",200,2431546,,,"travelindiaeasy@gmail.com
info@hotelthamalahaveli.com",,,,0294,,,,407,27,13,,,,1,,
2445,"An attractive sandstone building, of traditional Jaisalmer architecture, just 1km to the south of Jaisalmer's fort, this is a simple but relaxing place. The rooms are pleasantly decorated using bright colours, and the rooftop restaurant is great place to unwind while enjoying the spectacular views of the Fort.",,,,,,,,,,,,,,,,,,,,,,,,,hotel-fifu,,"Hotel Fifu in Jaisalmer - Travel in India | Travellers Palm",,"Hotel Fifu","Opp. Nagarpalika
Bera Road",Jaisalmer,"345 001",200,"252656, 254317, 09414149631",,,"hotelfifu@gmail.com
fifutravel@yahoo.com",www.fifuguesthouse.com,,,02992,,,,181,27,13,,,,1,,
2446,"A contemporary style resort a short distance away from chattering crowds of Shimla's Mall Road, Eastbourne Resorts boasts of having the largest hotel rooms in the city. 

However, neither overwhelmingly large nor impersonal and plasticky, this is hotel with a lot of class and character of its own, built like a group  of stone cottages with pointed roofs. 

Rooms look out upon the fragrant rose garden below and beyond, to the conical heads of oak and pine trees extending down the hill slopes.",,,,,,,,,,,,,,,,,,,,,,,"Its large rooms face the sun and tall pines and their interiors are elegant with gleaming dark wood floors and furniture. Large beds dominate the rooms and lean against soft, white headboards and muted lighting is reflected in glass topped tables. Their bathrooms are a bit on the small side but immensely stlylish - white Italian marble, hidden lighting, and showers with about 15 different knobs. Rooms are provided with tea and coffee makers so that you can still laze around the rooms in your pyjamas while you enjoy that first cup of tea or coffee. 

But the breakfast buffet is tempting enough to get you downstairs soon enough - seasonal fresh fruits and a choice of Indian and Continental  items are on display, along with freshly brewed tea and coffee. Breakfast is served in the formal, sunshine flooded indoor restaurant where lunch and dinner is also served. There are however 2 terraced restaurants also, one which serves up bar-be-qued snacks under a starry sky.

Being a resort they are fairly serious about the spa and gym facilities they offer. While there is already a Kerala Ayurvedic Health Spa in place, offering not just massage therapies but beauty treatments as well, and they plan to add a heated indoor pool and a couple to massage tubs as well.",,east-bourne-resort,"A contemporary style resort a short distance away from chattering crowds of Shimla's Mall Road, Eastbourne Resorts boasts of having the largest hotel rooms in the city. ","East Bourne Resort in Shimla - Travel in India | Travellers Palm",,"East Bourne Resort","Eastbourne, Near Bishop cotton School
Khallini
",Shimla,"171 002",200,"262 3664-69-70-71, 262 4975","262 3890",,"ebourne@sancharnet.in
ebourneindia@hotmail.com
eastbourneshimla@gmail.com
",www.eastbourneindia.com,,,0177,,,,380,13,13,,,,1,,
2448,"The Himalayan Hideaway is tucked away in a bend of a road which leads away from the busy town of Rishikesh towards the hills.

Consisting of a group of stone cottages, there are only 10 rooms, each  carefully designed to offer space and privacy to guests. Each room has a sit-out with views of the river or forest. 

The eco garden and the indigenous style of architecture attest to the owners deep love of the land and the desire to restrict their impact on it.",,,,,,,,,,,,,,,,,,,,,,,"The cottages are large and airy, with rough stone floors - terracotta coloured in the bedrooms and smooth black in the bathrooms. The simple beds covered with colourful hand block printed sheets. A scarred wood chest and writing table and chair complete the bedroom. The bathrooms are deliberately kept simple but have modern fittings. 

The balconies and verandahs are best enjoyed in the cool mornings with a steaming hot cup of tea or coffee. The sounds of the forest are also most easily heard at this time, and guests have caught glimpses of barking deer and jungle fowl. 

Food is usually served buffet style in the large dining area, although on occasion there is an outdoor barbeque and bonfire. A small thatched hut is used as an outdoor massage room. You can walk down to the river's edge to watch the brightly coloured river rafts make their way across the rapids, or the staff can recommend trails for birdwatching and easy walks in the forest.",,himalayan-hideaway,"The Himalayan Hideaway is tucked away in a bend of a road which leads away from the busy town of Rishikesh towards the hills.","Himalayan Hideaway in Rishikesh - Travel in India | Travellers Palm","himalayan hideaway, hotel, rishikesh, ganges, rafting, special places","Himalayan Hideaway","Village Kalthari
P.O. Shivpuri
Tehri Gharwal",Rishikesh,,200,"261 625, 261 637",,,info@himalayanriverrunners.com,www.hhindia.com,,,01378,,2447,,355,35,13,,,,1,,
2449,"A labour of love for Steve Dunjey and his architect wife Trupti, the Rainforest House is a small boutique guesthouse on the banks of the grey waters of the Ganges. 

They have created a property that disturbed very little of the intrinsic beauty of their forested piece of land, bordered by the Shivalik hills on one side and the swiftly flowing Ganges on the other. 

The rooms use forest colours of deep green and brown and have a rustic charm.",,,,,,,,,,,,,,,,,,,,,,,"With just 9 rooms, Rainforest House is a small intimate guesthouse. Rough stone walls contrast with smooth red floors; lazy canvas chairs invite you to relax. Large, neatly made up beds, and corner bookcases lend a homely air to the rooms. The upstairs rooms have private sit outs that overlook the garden below. 

The common area is a raised platform with wispy curtains billowing in the breeze, furnished with squashy cushions. This open air area becomes magical at night as you enjoy a vegetarian meal on slatted wooden patio furniture. There is a small courtyard garden graced by a shady mango tree. 

The rooms have air conditioning but no televisions or telephones; Steve and Trupti are keen that guests to appreciate the natural beauty of the surroundings, best enjoyed by making your way back down the narrow rocky path that leads to the hotel. You end up at a large grey boulder by the river called ""jumping rock"", from where you can plunge right into the waters.",,rainforest-house,"A labour of love for Steve Dunjey and his architect wife Trupti, the Rainforest House is a small boutique guesthouse on the banks of the grey waters of the Ganges. ","Rainforest House in Rishikesh - Travel in India | Travellers Palm","rainforest house, hotel, homestay, rishikesh, ganges, special places","Rainforest House",Brahmpuri,Rishikesh,,200,"97191 43013, 97588 11701",,,steve@rainforest-house.com,www.rainforest-house.com,,,,,,,355,35,13,,,,1,,
2450,"Located at a few minutes walk from the bazaar, Hotel City Heart is modern and well maintained. 

Some rooms offer good views of the grassy maidan that forms the centre of Chamba, and of the mountains beyond. 

The restaurant is probably the only dining option in town and is located in a simple dining room with large windows overlooking the city.",,,,,,,,,,,,,,,,,,,,,,,"The rooms are the best kept in Chamba, well sized and with large beds and a well appointed bathroom. The curtains and upholstery tends to be of the shiny, tasseled variety but the sheets are clean. There are sofas and armchairs in the rooms as well as a writing table and a television with international channels. 
  
The bathrooms have been recently renovated and are clean and cheerful.
  
Most of the little town's attractions are within walking distance of the hotel and one can even see the beehive like spire of the city temple from the hotel.",,hotel-city-heart,"Located at a few minutes walk from the bazaar, Hotel City Heart is modern and well maintained. ","Hotel City Heart in Chamba - Travel in India | Travellers Palm","hotel city heart, chamba, himachal pradesh, special  places, himalaya","Hotel City Heart","near Champavati Temple
opposite Chaugan",Chamba,,200,225930,222032,,info@hotelcityheartchamba.com,www.hotelcityheartchamba.com,,,01899,,,,516,13,13,,,,1,,
2451,"An extremely comfortable 4 star hotel, the Comfort Inn Lucknow is located in the quiet residential area of Gomti Nagar. Its rooms have been recently refurbished, giving the hotel a new, clean feel.  There is a pleasant rooftop restaurant.
 
The rooms now have a sleek, contemporary feel, with clean lined dark wood furniture and muted tones of brown and grey. Zebra striped cushions enliven the rooms, and sunlight streams in from the large square windows.",,,,,,,,,,,,,,,,,,,,,,,"Being a business hotel, Comfort Inn offers such services as a travel desk, a business centre, and a mini-bar and tea/coffee maker in the rooms.
 
The rooftop restaurant serves a buffet breakfast out on the terrace, and lunch and dinner in the enclosed section. The menu includes Indian, Chinese and Continental food. There is also a coffee shop.",,comfort-inn-lucknow,"An extremely comfortable 4 star hotel, the Comfort Inn Lucknow is located in the quiet residential area of Gomti Nagar. Its rooms have been recently refurbished, giving the hotel a new, clean feel.  There is a pleasant rooftop restaurant.","Comfort Inn Lucknow in Lucknow - Travel in India | Travellers Palm","comfort inn, lucknow, hotel, uttar pradesh, special places","Comfort Inn Lucknow","75-V Vibhuti Khand
Gomtinagar",Lucknow,"226 010",200,"272 0987","272 0988",,comfortinnlucknow@gmail.com,,,,0522,,,,251,31,13,,,,1,,
2455,,,,,,,,,,,,,,,,,,,,,,,,,,bethsaida-hermitage,,"Bethsaida Hermitage in Kovalam - Travel in India | Travellers Palm",,"Bethsaida Hermitage","Pulinkudy, Mulloor",Kovalam,695521,200,2267554,2268131,,,,,,0471,,2300,,233,16,13,,,,1,,
2456,,,,,,,,,,,,,,,,,,,,,,,,,,rain-tree,,"Rain Tree in Kochi - Travel in India | Travellers Palm",,"Rain Tree",,Kochi,,200,,,,,,,,,,2294,,87,,13,,,,1,,
2457,,,,,,,,,,,,,,,,,,,,,,,,,,lake-forest-hotel,,"Lake Forest Hotel in Yercaud - Travel in India | Travellers Palm",,"Lake Forest Hotel",,Yercaud,,200,,,,,,,,,,2393,,424,29,13,,,,1,,
2458,,,,,,,,,,,,,,,,,,,,,,,,,,trinity,,"Trinity in Kochi - Travel in India | Travellers Palm",,"Trinity at Fort Cochin","1/658 Ridsdale Road
Parade Ground
Fort Cochin",Kochi,"682 001",200,,,,"",,,,,,980,,87,16,13,,,,1,,
2459,,,,,,,,,,,,,,,,,,,,,,,,,,shamrock,,"Shamrock in Munnar - Travel in India | Travellers Palm",,Shamrock,"Bison Valley Rd,
Pothamedu,
Idukki(Dist.)",Munnar,"685 612",200,"233188, 9447799458, 9447841483, 9447071076",,,mail@olivebrookmunnar.com,,,,4865,,2317,,290,16,13,,,,1,,
2461,"The Tea Bungalow is a restored colonial villa, close to Fort Cochin's spice district. It is a great mix of contempory style and colour with elements of Fort Cochin's heritage.

The hotel has ten spacious air-conditioned bedrooms and plenty of space in communal areas. There is indoor or outdoor dining, a patio area with sunbeds and a decent swimming pool and upstairs also boasts a large residents lounge and veranda.",,,,,,,,,,,,,,,,,,,,,,,"The bungalow was built in 1912 and run as a workshop and office of a UK Company called United Carpets engaged in the manufacture and export of coir and spices. Brooke Bond, the tea company, bought the bungalow in 1956 and christened it Brooke Bond Bungalow which housed the top management of Brooke Bond & Company. Dignitaries used this bungalow for important meetings. 

By the time it was sold again, some 50 years later, it was empty and semi-derelict. A 2-year restoration followed, and in 2009 it re-emerged as a small heritage hotel. Its history of spice and tea brought about its new avatar - Tea Bungalow. 

Tea Bungalow has 10 large en-suite rooms each named after a port involved in spice and tea trading from lands around the Indian Ocean. The rooms are named Cochin, Zanzibar, Galle, Mombasa, Muscat, Malacca, Mauritius, Cambay, Goa and Calicut. Each room has deft design touches of each ethnic port. 

The Tea Bungalow blends the history as a residence for execs of the tea company, with the modernity of a western 'boutique' hip hotel style. Polished hardwood floors, French windows, floor length drapes, high ceiling red tiled roof and an exquisite chandelier are complemented by vibrant colours and beautifully designed modern bathrooms. 

Centrally located, the hotel is just a five minute walk from key sights in Fort Cochin and a short 'tuktuk' ride from the spice markets, Hindu temples and Jew Town. ",,tea-bungalow,,"Tea Bungalow in Kochi - Travel in India | Travellers Palm",,"Tea Bungalow","(A Unit of Dempo Resorts Pvt Ltd)
I/1901, Kunnumpuram
Fort Cochin",Kochi,"682 001",200,3019200,,,"info@teabungalow.in
sales@teabungalow.in",www.teabungalow.in,,,0484,,2300,,87,16,13,,,,1,,
